,Organization (as author),Place created,Identifier,Author,Title,Year,Abstract,Keywords,XML file
42,Stanford University,Hopkins Marine Station,ck258mm9594,"Tittle, Kenneth M.",Chemically stimulated escape responses of Littorina planaxis and Littorina scutualata to the carnivorous gastropod Acanthina spirata,1965.0,"The predacious Muricid whelk, Acanthina spirata, secretes a substance which diffuses from its pedal mucus and to which Littorina planaxis and Littorina scutulata respond by accelerated motion and an increased tendency to leave the water. Homogenates of the foot of A. spirata have been prepared capable of eliciting a similar response, and the active substance in the homogenates show to be dialyzable and ether extractable from acidified solutions. Both L. planaxis and L. scutulata show a similar response to the Muricid whelk Thais emarginata.","periwinkle, littorina",hms_ck258mm9594.tei.xml
43,Stanford University,Hopkins Marine Station,hs068fb4871,"Alpert, Amy V.","Observations on the distribution and dispersal of the gastropod Crepidula perforans (Valenciennes, 1846)",1965.0,"Crepidula perforans (Valenciennes, 1846), a gastropod living inside hermit crab shells, is unevenly distributed in the area of China Point at Hopkins Marine Station. The mollusc is not found in shells less than 0.25 inches in diameter. It is most often, though not always, found in Tegula funebralis shells. The distribution of the mollusc in different species of Pagurus is varied. The animal is situated in the outermost whorl of the shell with its head facing the opening. The larger the crab, the more C. perforans it is likely to have. The larger the Crepidula inhabiting the shell, the fewer found in the shell. The young molluscs are able to cling to the shell upon hatching. C. perforans is attracted to Pagurus but not to members of its own species or T. funebralis shells. The mollusc is able to move from one hermit crab to another.","hermit crab, Pagurus",hms_hs068fb4871.tei.xml
44,Stanford University,Hopkins Marine Station,kn589vc9260,"Ball, Eldon E. Jr",Activity patterns in Pagurus samuelis and Pagurus granosimanus: I. Dispersion,1965.0,Pagurus samuelis and Pagurus granosimanus show a rhythmic activity pattern in which most crabs are active at night while the number active during the day is greatly reduced. This pattern of dispersion appears to be an inverse response to intensity of illumination. Pagurus samuelis consistently becomes active earlier in the afternoon than does Pagurus granosimanus.,"hermit crab, Pagurus",hms_kn589vc9260.tei.xml
45,Stanford University,Hopkins Marine Station,xv884nf4649,"Ball, Eldon E. Jr.",Activity patterns in Pagurus samuelis and Pagurus granosimanus: II. Locomotor activity,1965.0,"Data are presented on the rate of locomotion of Pagurus granosimanus and Pagurus samuelis at different times of the day and night. There appears to be general tendency for these crabs to slow down at night, but there is an unusual increase in the speed with which the crabs move at 2200. More experiments under controlled conditions are needed.","hermit crab, Pagurus",hms_xv884nf4649.tei.xml
46,Stanford University,Hopkins Marine Station,nd789dx8405,"Belknap, Robert; Markham, John","The intertidal distribution of sea anemones with habitat descriptions, at Pescadero Point, Mission Point, and Stillwater Cove, (Monterey County, California)",1965.0,"Nine anemone species were found, including two (Cnidopus ritteri (Torrey, 1902), and Diadumine lighti (Hand, 1955)), previously not reported for this area. Hand (1954), reports finding three additional species in this area: Halcampa decemtentaculata (Hand, 1954, ""Carmel""), Metridium exilis (Hand, 1955, ""Carmel Cove""), and Telia crassicornis (Mueller, 1776, ""As far south as Carmel""). I was unable to find these species at my study sites. The effects of other animal species on anemone distribution in the intertidal are not well understood. The Nuttalina californica/Anthopleura elegantissima interaction provides a relationship future investigators may wish to utilize in the study of biological interaction.",sea anemones,hms_nd789dx8405.tei.xml
47,Stanford University,Hopkins Marine Station,ng555hx8374,"Brown, Peter W",Excretory Products of Pagurus Samuelis and Pagurus Granosimanus (Malacostraca:Decapoda),1965.0,"1. While ammonia was found to be the principal nitrogenous excretory product of Pagurus samuelis and P. granosimanus, substantial amounts of urea, allantoic acid, and allantoin were also detected. Small amounts of uric are also excreted. 2. Individual crabs showed considerable variation in the amounts of the various nitrogenous compounds excreted. 3. No difference in excretory products was observed between the species tested.","hermit crab, Pagurus",hms_ng555hx8374.tei.xml
48,Stanford University,Hopkins Marine Station,xh960dw8645,"Cabrera, Daniel C.","Lipase activity in Pagurus granosimanus (Stimpson, 1862) (Arthropoda: Decapoda)",1965.0,"Optimum pH, temperature and substrate concentration were determined for the hepatopancreatic lipase present in Pagurus granosimanus. 1) The pH optimum was 7.2. 2) An optimal temperature of approximately 35 degrees Celsius was demonstrated. 3) Highest activity was reached at a substrate concentration of 0.432 grams Tween per ml. of lipase extracted from 0.05 g tissue.","hermit crab, Pagurus",hms_xh960dw8645.tei.xml
49,Stanford University,Hopkins Marine Station,rv832tt5041,"Cook, Robert T.",Predators of Pagurus,1965.0,"1) Under lab conditions hermit crabs were preyed upon by Cancer antennarius, C. productus, C. gracilis, Pycnopodia helianthoides, Pisaster ochraceous, and Octopus apollyon. In the field Pisaster ochraceous and Evasterias trochelii were found preying on Pagurus. 2) Cancer antennarius in the lab was observed to have a specific behavior for capturing and retaining Pagurus. After which the shell was examined and later cracked by varied techniques using both of the crab�s pincers. Once the Pagurus was exposed from the cracked shell the maxillapeds helped extract the hermit crab and push it towards the mouth. 3) Pisaster ochraceous and oftentimes Pycnopodia helianthoides when unable to extract the Pagurus whole will insert their stomach into the shell and digest the Pagurus. 4) Pagurus in lab tanks reacted to the mere presence of a moving Pycnopodia helianthoides and showed and escape response to the Pisaster ochraceous after capture.","hermit crab, Pagurus",hms_rv832tt5041.tei.xml
50,Stanford University,Hopkins Marine Station,np974rr3186,"Cook, Robert T.",Subtidal survey of the Pagurid population,1965.0,"1) Pagurus hemphilli, P. hirsutiusculus, P. granosimanus, P. (setosus) and P. (californiensis) were found inhabiting the subtidal region. 2) Paguristes bakeri and P. turgidus were found in the subtidal region. 3) Large numbers of pagurid glaucothoe were found residing in shells. 4) Coralline algae is the substrate having the highest population density of pagurids.","hermit crab, Pagurus",hms_np974rr3186.tei.xml
51,Stanford University,Hopkins Marine Station,tx918jd0279,"Early, Margaret Jane",The detection of salinity by the marine snail Littorina planaxis (Philippi),1965.0,"The marine snail, Littorina planaxis, has the ability to distinguish between solutions of high and low salinity. Research indicates that salinity is determined primarily through the detection of chloride. The region of detection seems to be localized in the area, between the operculum and the foot, known as the operculigerous disc.","upper intertidal, splash zone",hms_tx918jd0279.tei.xml
